Instituição,Ano,Cota-Parte do ICMS,Cota-Parte do IPVA,IPTU,ISS,ITBI,ISS_pct,ITBI_pct,IPTU_pct,IPVA_pct,ICMS_pct,Cluster_AGNES,Cluster_KMeans
Prefeitura Municipal de Salvador - BA,2020,4380392419.928572,1919560779.7857144,4403886218.5,5347140391.785714,1412292322.0,-29.29017804779018,16.204432998182416,18.36044482244985,20.6827168459899,-15.732776312441132,2,1
Prefeitura Municipal de Salvador - BA,2021,6065138851.071428,1886136478.5,4662208557.357142,3314383078.428571,1670014649.5714285,-38.01578347334714,18.24851155506235,5.865781403978443,-1.741247353962172,38.46108452471317,3,0
Prefeitura Municipal de Salvador - BA,2022,7176503910.714286,2141673919.0714285,4950276258.285714,1646864009.2857144,2082430683.4285715,-50.31159735263516,24.6953542571007,6.178781952471635,13.548194602261843,18.323818908886658,3,1
Prefeitura Municipal de Salvador - BA,2023,6174568418.0,2568121300.571429,5621625249.785714,1395110461.5,2064744898.357143,-15.286844959038614,-0.8492856550840977,13.561849005422765,19.911872563910027,-13.961331383355468,2,1
Prefeitura Municipal do Rio de Janeiro - RJ,2017,1730953070.2142856,2833761962.5,1574468445.9285715,4242286573.5,3215456563.285714,18.823873107756796,-17.56175281846707,-37.71497658094732,12.370001462240188,-0.8963174573263344,1,0
Prefeitura Municipal do Rio de Janeiro - RJ,2018,1776620373.5714285,3329613111.928571,2663348445.642857,4015697309.642857,5037478204.285714,-5.341205973037333,56.664476883437274,69.15857872731763,17.497981693251386,2.6382750718648484,0,2
Prefeitura Municipal do Rio de Janeiro - RJ,2019,2086613774.357143,3264855746.142857,2296720467.214286,5025830264.785714,4558219534.142858,25.15460895713515,-9.51386091824913,-13.76567827722135,-1.9448916017814954,17.44848845578384,1,0
Prefeitura Municipal do Rio de Janeiro - RJ,2020,1854704668.4285715,2222183668.571429,2871817258.857143,4815147356.428572,4380010588.142858,-4.192002062491563,-3.9096174430640063,25.039912338152213,-31.936237268775336,-11.114136635085693,1,1
Prefeitura Municipal do Rio de Janeiro - RJ,2021,2529641448.714286,2910243710.142857,2565179630.571429,5722724939.785714,3213628931.857143,18.84838648074727,-26.629653805934407,-10.677477034445515,30.96323905637197,36.3905257680494,1,3
Prefeitura Municipal do Rio de Janeiro - RJ,2022,1787953421.0714285,2296845321.071429,2677898453.857143,4951999366.214286,5277361355.928572,-13.467807411346389,64.21813058792716,4.394188303319901,-21.077217242445922,-29.319887528717846,2,1
Prefeitura Municipal do Rio de Janeiro - RJ,2023,1913785519.5,2469137084.357143,2298865395.857143,6913307688.142858,4807877123.285714,39.60639283013392,-8.896192642094524,-14.154123635795646,7.501234920135746,7.03777273756756,1,0
